"NewQuestion","MC",""
"ID","2MeanTestMC4-1",""
"Title","2MeanTestMC4-1",""
"QuestionText","A researcher runs a hypothesis test on the difference between two means. She finds the Z test statistic is 2.63 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","0","Fail to reject the null hypothesis."
"Option","100","Reject the null hypothesis."
"Hint","Is the test statistic bigger or smaller than 1.959964?",""
"Feedback","Reject when the test statistic is >= 1.959964.",""
"NewQuestion","MC",""
"ID","2MeanTestMC4-2",""
"Title","2MeanTestMC4-2",""
"QuestionText","A researcher runs a hypothesis test on the difference between two means. She finds the Z test statistic is 0.2 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","100","Fail to reject the null hypothesis."
"Option","0","Reject the null hypothesis."
"Hint","Is the test statistic bigger or smaller than 1.959964?",""
"Feedback","Reject when the test statistic is >= 1.959964.",""
"NewQuestion","MC",""
"ID","2MeanTestMC4-3",""
"Title","2MeanTestMC4-3",""
"QuestionText","A researcher runs a hypothesis test on the difference between two means. She finds the Z test statistic is 0.4 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","100","Fail to reject the null hypothesis."
"Option","0","Reject the null hypothesis."
"Hint","Is the test statistic bigger or smaller than 1.959964?",""
"Feedback","Reject when the test statistic is >= 1.959964.",""
"NewQuestion","MC",""
"ID","2MeanTestMC4-4",""
"Title","2MeanTestMC4-4",""
"QuestionText","A researcher runs a hypothesis test on the difference between two means. She finds the Z test statistic is 2.09 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","100","Reject the null hypothesis."
"Option","0","Fail to reject the null hypothesis."
"Hint","Is the test statistic bigger or smaller than 1.959964?",""
"Feedback","Reject when the test statistic is >= 1.959964.",""
"NewQuestion","MC",""
"ID","2MeanTestMC4-5",""
"Title","2MeanTestMC4-5",""
"QuestionText","A researcher runs a hypothesis test on the difference between two means. She finds the Z test statistic is -1.52 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","0","Reject the null hypothesis."
"Option","100","Fail to reject the null hypothesis."
"Hint","Is the test statistic bigger or smaller than 1.959964?",""
"Feedback","Reject when the test statistic is >= 1.959964.",""
"NewQuestion","MC",""
"ID","2MeanTestMC4-6",""
"Title","2MeanTestMC4-6",""
"QuestionText","A researcher runs a hypothesis test on the difference between two means. She finds the Z test statistic is -0.51 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","0","Reject the null hypothesis."
"Option","100","Fail to reject the null hypothesis."
"Hint","Is the test statistic bigger or smaller than 1.959964?",""
"Feedback","Reject when the test statistic is >= 1.959964.",""
"NewQuestion","MC",""
"ID","2MeanTestMC4-7",""
"Title","2MeanTestMC4-7",""
"QuestionText","A researcher runs a hypothesis test on the difference between two means. She finds the Z test statistic is 0.29 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","100","Fail to reject the null hypothesis."
"Option","0","Reject the null hypothesis."
"Hint","Is the test statistic bigger or smaller than 1.959964?",""
"Feedback","Reject when the test statistic is >= 1.959964.",""
"NewQuestion","MC",""
"ID","2MeanTestMC4-8",""
"Title","2MeanTestMC4-8",""
"QuestionText","A researcher runs a hypothesis test on the difference between two means. She finds the Z test statistic is 1.73 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","0","Reject the null hypothesis."
"Option","100","Fail to reject the null hypothesis."
"Hint","Is the test statistic bigger or smaller than 1.959964?",""
"Feedback","Reject when the test statistic is >= 1.959964.",""
"NewQuestion","MC",""
"ID","2MeanTestMC4-9",""
"Title","2MeanTestMC4-9",""
"QuestionText","A researcher runs a hypothesis test on the difference between two means. She finds the Z test statistic is -1.85 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","100","Fail to reject the null hypothesis."
"Option","0","Reject the null hypothesis."
"Hint","Is the test statistic bigger or smaller than 1.959964?",""
"Feedback","Reject when the test statistic is >= 1.959964.",""
"NewQuestion","MC",""
"ID","2MeanTestMC4-10",""
"Title","2MeanTestMC4-10",""
"QuestionText","A researcher runs a hypothesis test on the difference between two means. She finds the Z test statistic is 5.08 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","0","Fail to reject the null hypothesis."
