"NewQuestion","MC",""
"ID","ORCIMC1-1",""
"Title","ORCIMC1-1",""
"QuestionText","Both a new medication and placebo were administered to two separate groups of subjects. The subjects were monitored for recovery from an illness and the results were recorded in the 2x2 contingency table above. What is the 95% CI for the odds ratio given recovery in subjects who received the medication vs. those who received the placebo?",""
"Points","4",""
"Difficulty","1",""
"Image","Images/ORCIMC1-1.jpeg",""
"Option","100","(0.4, 0.98)"
"Option","0","(1.16, 4.58)"
"Option","0","(1.12, 1.23)"
"Option","0","(2.67, 4.92)"
"Option","0","(2.68, 3.23)"
"Hint","You can follow your a, b, c, d formula given in lectures and the coursepack.",""
"Feedback","OR = ad/(bc). SE = sqrt(1/a + 1/b + 1/c + 1/d). ME for ln(OR) = 1.96*SE.",""
"NewQuestion","MC",""
"ID","ORCIMC1-2",""
"Title","ORCIMC1-2",""
"QuestionText","Both a new medication and placebo were administered to two separate groups of subjects. The subjects were monitored for recovery from an illness and the results were recorded in the 2x2 contingency table above. What is the 95% CI for the odds ratio given recovery in subjects who received the medication vs. those who received the placebo?",""
"Points","4",""
"Difficulty","1",""
"Image","Images/ORCIMC1-2.jpeg",""
"Option","0","(0.39, 4.85)"
"Option","0","(3.2, 4.67)"
"Option","0","(0.31, 2.91)"
"Option","100","(0.98, 2.33)"
"Option","0","(0.76, 4.56)"
"Hint","You can follow your a, b, c, d formula given in lectures and the coursepack.",""
"Feedback","OR = ad/(bc). SE = sqrt(1/a + 1/b + 1/c + 1/d). ME for ln(OR) = 1.96*SE.",""
"NewQuestion","MC",""
"ID","ORCIMC1-3",""
"Title","ORCIMC1-3",""
"QuestionText","Both a new medication and placebo were administered to two separate groups of subjects. The subjects were monitored for recovery from an illness and the results were recorded in the 2x2 contingency table above. What is the 95% CI for the odds ratio given recovery in subjects who received the medication vs. those who received the placebo?",""
"Points","4",""
"Difficulty","1",""
"Image","Images/ORCIMC1-3.jpeg",""
"Option","0","(4.38, 4.82)"
"Option","100","(1.12, 2.8)"
"Option","0","(3.91, 4.28)"
"Option","0","(3.63, 4.08)"
"Option","0","(0.8, 3.01)"
"Hint","You can follow your a, b, c, d formula given in lectures and the coursepack.",""
"Feedback","OR = ad/(bc). SE = sqrt(1/a + 1/b + 1/c + 1/d). ME for ln(OR) = 1.96*SE.",""
"NewQuestion","MC",""
"ID","ORCIMC1-4",""
"Title","ORCIMC1-4",""
"QuestionText","Both a new medication and placebo were administered to two separate groups of subjects. The subjects were monitored for recovery from an illness and the results were recorded in the 2x2 contingency table above. What is the 95% CI for the odds ratio given recovery in subjects who received the medication vs. those who received the placebo?",""
"Points","4",""
"Difficulty","1",""
"Image","Images/ORCIMC1-4.jpeg",""
"Option","0","(0.02, 0.12)"
"Option","0","(0.39, 1.2)"
"Option","0","(0.45, 1.15)"
"Option","0","(0.31, 0.95)"
"Option","100","(1.38, 3.37)"
"Hint","You can follow your a, b, c, d formula given in lectures and the coursepack.",""
"Feedback","OR = ad/(bc). SE = sqrt(1/a + 1/b + 1/c + 1/d). ME for ln(OR) = 1.96*SE.",""
"NewQuestion","MC",""
"ID","ORCIMC1-5",""
"Title","ORCIMC1-5",""
"QuestionText","Both a new medication and placebo were administered to two separate groups of subjects. The subjects were monitored for recovery from an illness and the results were recorded in the 2x2 contingency table above. What is the 95% CI for the odds ratio given recovery in subjects who received the medication vs. those who received the placebo?",""
"Points","4",""
"Difficulty","1",""
"Image","Images/ORCIMC1-5.jpeg",""
"Option","0","(0.02, 2.48)"
