"NewQuestion","MC",""
"ID","MeanPESEMC1-1",""
"Title","MeanPESEMC1-1",""
"QuestionText","A new cardiovascular medication was administered to a group of subjects. The subjects' heartrates (bpm) and weights (lbs) were recorded above after the medication was administered. The standard deviation of the heartrates was 10.84, and the standard deviation of the weights was 34.96. The correlation coefficient between heartrate and weight was 0.03. What is the point estimate for the slope of the regression line heartrate (y) vs. weight (x) for all who receive this medicine?",""
"Points","4",""
"Difficulty","1",""
"Image","Images/MeanPESEMC1-1.jpeg",""
"Option","0","-0.33"
"Option","100","0.01"
"Option","0","-0.46"
"Option","0","0.42"
"Option","0","-0.26"
"Hint","You'll need a formula from your chapter on regression. Are you looking for center or spread? Pick the closest answer.",""
"Feedback","Point Estimate = r*sy/sx. SE = sqrt((1-r^2)/(n-2))*sy/sx",""
"NewQuestion","MC",""
"ID","MeanPESEMC1-2",""
"Title","MeanPESEMC1-2",""
"QuestionText","A new cardiovascular medication was administered to a group of subjects. The subjects' heartrates (bpm) and weights (lbs) were recorded above after the medication was administered. The standard deviation of the heartrates was 18.66, and the standard deviation of the weights was 36.4. The correlation coefficient between heartrate and weight was 0.02. What is the point estimate for the slope of the regression line heartrate (y) vs. weight (x) for all who receive this medicine?",""
"Points","4",""
"Difficulty","1",""
"Image","Images/MeanPESEMC1-2.jpeg",""
"Option","0","0.15"
"Option","100","0.01"
"Option","0","0.22"
"Option","0","-0.18"
"Option","0","-0.13"
"Hint","You'll need a formula from your chapter on regression. Are you looking for center or spread? Pick the closest answer.",""
"Feedback","Point Estimate = r*sy/sx. SE = sqrt((1-r^2)/(n-2))*sy/sx",""
"NewQuestion","MC",""
"ID","MeanPESEMC1-3",""
"Title","MeanPESEMC1-3",""
"QuestionText","A new cardiovascular medication was administered to a group of subjects. The subjects' heartrates (bpm) and weights (lbs) were recorded above after the medication was administered. The standard deviation of the heartrates was 13.86, and the standard deviation of the weights was 36.72. The correlation coefficient between heartrate and weight was 0.28. What is the standard error for the slope of the regression line heartrate (y) vs. weight (x) for all who receive this medicine?",""
"Points","4",""
"Difficulty","1",""
"Image","Images/MeanPESEMC1-3.jpeg",""
"Option","100","0.13"
"Option","0","-0.08"
"Option","0","-0.09"
"Option","0","0.25"
"Option","0","-0.13"
"Hint","You'll need a formula from your chapter on regression. Are you looking for center or spread? Pick the closest answer.",""
"Feedback","Point Estimate = r*sy/sx. SE = sqrt((1-r^2)/(n-2))*sy/sx",""
"NewQuestion","MC",""
"ID","MeanPESEMC1-4",""
"Title","MeanPESEMC1-4",""
