"NewQuestion","MC",""
"ID","2PropTestMC4-1",""
"Title","2PropTestMC4-1",""
"QuestionText","A researcher runs a hypothesis test on the difference between two proportions. She finds the Z test statistic is 2.45 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","100","Reject the null hypothesis."
"Option","0","Fail to reject the null hypothesis."
"Hint","Is the test statistic bigger or smaller than 1.959964?",""
"Feedback","Reject when the test statistic is >= 1.959964.",""
"NewQuestion","MC",""
"ID","2PropTestMC4-2",""
"Title","2PropTestMC4-2",""
"QuestionText","A researcher runs a hypothesis test on the difference between two proportions. She finds the Z test statistic is 1.44 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","0","Reject the null hypothesis."
"Option","100","Fail to reject the null hypothesis."
"Hint","Is the test statistic bigger or smaller than 1.959964?",""
"Feedback","Reject when the test statistic is >= 1.959964.",""
"NewQuestion","MC",""
"ID","2PropTestMC4-3",""
"Title","2PropTestMC4-3",""
"QuestionText","A researcher runs a hypothesis test on the difference between two proportions. She finds the Z test statistic is 3.63 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","0","Fail to reject the null hypothesis."
"Option","100","Reject the null hypothesis."
"Hint","Is the test statistic bigger or smaller than 1.959964?",""
"Feedback","Reject when the test statistic is >= 1.959964.",""
"NewQuestion","MC",""
"ID","2PropTestMC4-4",""
"Title","2PropTestMC4-4",""
"QuestionText","A researcher runs a hypothesis test on the difference between two proportions. She finds the Z test statistic is 0.71 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","100","Fail to reject the null hypothesis."
"Option","0","Reject the null hypothesis."
"Hint","Is the test statistic bigger or smaller than 1.959964?",""
"Feedback","Reject when the test statistic is >= 1.959964.",""
"NewQuestion","MC",""
"ID","2PropTestMC4-5",""
"Title","2PropTestMC4-5",""
"QuestionText","A researcher runs a hypothesis test on the difference between two proportions. She finds the Z test statistic is -0.53 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","0","Reject the null hypothesis."
"Option","100","Fail to reject the null hypothesis."
"Hint","Is the test statistic bigger or smaller than 1.959964?",""
"Feedback","Reject when the test statistic is >= 1.959964.",""
"NewQuestion","MC",""
"ID","2PropTestMC4-6",""
"Title","2PropTestMC4-6",""
"QuestionText","A researcher runs a hypothesis test on the difference between two proportions. She finds the Z test statistic is 8.74 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","0","Fail to reject the null hypothesis."
"Option","100","Reject the null hypothesis."
"Hint","Is the test statistic bigger or smaller than 1.959964?",""
"Feedback","Reject when the test statistic is >= 1.959964.",""
"NewQuestion","MC",""
"ID","2PropTestMC4-7",""
"Title","2PropTestMC4-7",""
"QuestionText","A researcher runs a hypothesis test on the difference between two proportions. She finds the Z test statistic is 7.44 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","0","Fail to reject the null hypothesis."
"Option","100","Reject the null hypothesis."
"Hint","Is the test statistic bigger or smaller than 1.959964?",""
"Feedback","Reject when the test statistic is >= 1.959964.",""
"NewQuestion","MC",""
"ID","2PropTestMC4-8",""
"Title","2PropTestMC4-8",""
"QuestionText","A researcher runs a hypothesis test on the difference between two proportions. She finds the Z test statistic is 9.41 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","100","Reject the null hypothesis."
"Option","0","Fail to reject the null hypothesis."
"Hint","Is the test statistic bigger or smaller than 1.959964?",""
"Feedback","Reject when the test statistic is >= 1.959964.",""
"NewQuestion","MC",""
"ID","2PropTestMC4-9",""
"Title","2PropTestMC4-9",""
"QuestionText","A researcher runs a hypothesis test on the difference between two proportions. She finds the Z test statistic is 9.58 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","100","Reject the null hypothesis."
"Option","0","Fail to reject the null hypothesis."
"Hint","Is the test statistic bigger or smaller than 1.959964?",""
"Feedback","Reject when the test statistic is >= 1.959964.",""
"NewQuestion","MC",""
"ID","2PropTestMC4-10",""
"Title","2PropTestMC4-10",""
"QuestionText","A researcher runs a hypothesis test on the difference between two proportions. She finds the Z test statistic is 4.74 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","100","Reject the null hypothesis."
"Option","0","Fail to reject the null hypothesis."
"Hint","Is the test statistic bigger or smaller than 1.959964?",""
"Feedback","Reject when the test statistic is >= 1.959964.",""
"NewQuestion","MC",""
"ID","2PropTestMC4-11",""
