"NewQuestion","MC",""
"ID","RRCIMC2-1",""
"Title","RRCIMC2-1",""
"QuestionText","A researcher compares risk using two independent samples. She calculates a 95% confidence interval of (0.22, 0.27) for the risk ratio between the two samples. Which of the following statistical inferences should she make?",""
"Points","4",""
"Difficulty","1",""
"Option","100","The risk ratio is significant at the 95% confidence level."
"Option","0","The sample risk ratio is contained within the confidence interval."
"Option","0","One is contained within the confidence interval."
"Option","0","The result is insignificant, thus the p-value is greater than 0.05."
"Hint","This is an interpretive question. No calculation is necessary. Consider each bound inclusive.",""
"Feedback","Does the CI contain 1?",""
"NewQuestion","MC",""
"ID","RRCIMC2-2",""
"Title","RRCIMC2-2",""
"QuestionText","A researcher compares risk using two independent samples. She calculates a 95% confidence interval of (1.34, 2.39) for the risk ratio between the two samples. Which of the following statistical inferences should she make?",""
"Points","4",""
"Difficulty","1",""
"Option","0","The risk ratio is insignificant at the 95% confidence level."
"Option","0","The sample risk ratio is contained within the confidence interval."
"Option","100","The risk ratio is significant at the 95% confidence level."
"Option","0","The result is insignificant, thus the p-value is greater than 0.05."
"Hint","This is an interpretive question. No calculation is necessary. Consider each bound inclusive.",""
"Feedback","Does the CI contain 1?",""
"NewQuestion","MC",""
"ID","RRCIMC2-3",""
"Title","RRCIMC2-3",""
"QuestionText","A researcher compares risk using two independent samples. She calculates a 95% confidence interval of (0.74, 0.79) for the risk ratio between the two samples. Which of the following statistical inferences should she make?",""
"Points","4",""
"Difficulty","1",""
"Option","0","The risk ratio is insignificant at the 95% confidence level."
"Option","0","The sample risk ratio is contained within the confidence interval."
"Option","100","The risk ratio is significant at the 95% confidence level."
"Option","0","The result is insignificant, thus the p-value is greater than 0.05."
"Hint","This is an interpretive question. No calculation is necessary. Consider each bound inclusive.",""
"Feedback","Does the CI contain 1?",""
"NewQuestion","MC",""
"ID","RRCIMC2-4",""
"Title","RRCIMC2-4",""
"QuestionText","A researcher compares risk using two independent samples. She calculates a 95% confidence interval of (1.33, 1.38) for the risk ratio between the two samples. Which of the following statistical inferences should she make?",""
"Points","4",""
"Difficulty","1",""
"Option","0","The risk ratio is insignificant at the 95% confidence level."
"Option","0","The sample risk ratio is contained within the confidence interval."
"Option","100","The risk ratio is significant at the 95% confidence level."
"Option","0","The result is insignificant, thus the p-value is greater than 0.05."
"Hint","This is an interpretive question. No calculation is necessary. Consider each bound inclusive.",""
"Feedback","Does the CI contain 1?",""
"NewQuestion","MC",""
"ID","RRCIMC2-5",""
"Title","RRCIMC2-5",""
"QuestionText","A researcher compares risk using two independent samples. She calculates a 95% confidence interval of (1.01, 1.06) for the risk ratio between the two samples. Which of the following statistical inferences should she make?",""
"Points","4",""
"Difficulty","1",""
"Option","0","The risk ratio is insignificant at the 95% confidence level."
"Option","0","The sample risk ratio is contained within the confidence interval."
"Option","100","The risk ratio is significant at the 95% confidence level."
"Option","0","The result is insignificant, thus the p-value is greater than 0.05."
"Hint","This is an interpretive question. No calculation is necessary. Consider each bound inclusive.",""
"Feedback","Does the CI contain 1?",""
"NewQuestion","MC",""
"ID","RRCIMC2-6",""
"Title","RRCIMC2-6",""
"QuestionText","A researcher compares risk using two independent samples. She calculates a 95% confidence interval of (0.9, 1.95) for the risk ratio between the two samples. Which of the following statistical inferences should she make?",""
"Points","4",""
"Difficulty","1",""
