"NewQuestion","MC",""
"ID","PropCIMC2-1",""
"Title","PropCIMC2-1",""
"QuestionText","A student conducts a survey for her class project. She asks 26 other students a series of questions about their study habits. She knows from previous research that 0.52 of all students study for 4 or more hours per day. Based on her sample data, she calculates a 95% confidence interval of (0.14, 0.5). Was her confidence interval successful?",""
"Points","4",""
"Difficulty","1",""
"Option","0","Yes"
"Option","100","No"
"Hint","This is an interpretive question. No calculation is necessary. Consider each bound inclusive.",""
"Feedback","Does the CI contain the true population proportion?",""
"NewQuestion","MC",""
"ID","PropCIMC2-2",""
"Title","PropCIMC2-2",""
"QuestionText","A student conducts a survey for her class project. She asks 30 other students a series of questions about their study habits. She knows from previous research that 0.54 of all students study for 4 or more hours per day. Based on her sample data, she calculates a 95% confidence interval of (0.01, 0.25). Was her confidence interval successful?",""
"Points","4",""
"Difficulty","1",""
"Option","0","Yes"
"Option","100","No"
"Hint","This is an interpretive question. No calculation is necessary. Consider each bound inclusive.",""
"Feedback","Does the CI contain the true population proportion?",""
"NewQuestion","MC",""
"ID","PropCIMC2-3",""
"Title","PropCIMC2-3",""
"QuestionText","A student conducts a survey for her class project. She asks 37 other students a series of questions about their study habits. She knows from previous research that 0.43 of all students study for 4 or more hours per day. Based on her sample data, she calculates a 95% confidence interval of (0.76, 0.98). Was her confidence interval successful?",""
"Points","4",""
"Difficulty","1",""
"Option","100","No"
"Option","0","Yes"
"Hint","This is an interpretive question. No calculation is necessary. Consider each bound inclusive.",""
"Feedback","Does the CI contain the true population proportion?",""
"NewQuestion","MC",""
"ID","PropCIMC2-4",""
"Title","PropCIMC2-4",""
"QuestionText","A student conducts a survey for her class project. She asks 30 other students a series of questions about their study habits. She knows from previous research that 0.56 of all students study for 4 or more hours per day. Based on her sample data, she calculates a 95% confidence interval of (0.76, 1). Was her confidence interval successful?",""
"Points","4",""
"Difficulty","1",""
"Option","0","Yes"
"Option","100","No"
"Hint","This is an interpretive question. No calculation is necessary. Consider each bound inclusive.",""
"Feedback","Does the CI contain the true population proportion?",""
"NewQuestion","MC",""
"ID","PropCIMC2-5",""
"Title","PropCIMC2-5",""
"QuestionText","A student conducts a survey for her class project. She asks 23 other students a series of questions about their study habits. She knows from previous research that 0.41 of all students study for 4 or more hours per day. Based on her sample data, she calculates a 95% confidence interval of (0.34, 0.74). Was her confidence interval successful?",""
"Points","4",""
"Difficulty","1",""
"Option","0","No"
"Option","100","Yes"
"Hint","This is an interpretive question. No calculation is necessary. Consider each bound inclusive.",""
"Feedback","Does the CI contain the true population proportion?",""
"NewQuestion","MC",""
"ID","PropCIMC2-6",""
"Title","PropCIMC2-6",""
"QuestionText","A student conducts a survey for her class project. She asks 32 other students a series of questions about their study habits. She knows from previous research that 0.57 of all students study for 4 or more hours per day. Based on her sample data, she calculates a 95% confidence interval of (0.52, 0.84). Was her confidence interval successful?",""
"Points","4",""
"Difficulty","1",""
"Option","0","No"
