"NewQuestion","MC",""
"ID","2PropTestMC3-1",""
"Title","2PropTestMC3-1",""
"QuestionText","A researcher runs a hypothesis test on the difference between two proportions. She finds the p-value of the test is 0.0173 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","100","Reject the null hypothesis."
"Option","0","Fail to reject the null hypothesis."
"Hint","Is the p-value bigger or smaller than 0.05?",""
"Feedback","Reject when p-value <= 0.05.",""
"NewQuestion","MC",""
"ID","2PropTestMC3-2",""
"Title","2PropTestMC3-2",""
"QuestionText","A researcher runs a hypothesis test on the difference between two proportions. She finds the p-value of the test is 0.0198 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","100","Reject the null hypothesis."
"Option","0","Fail to reject the null hypothesis."
"Hint","Is the p-value bigger or smaller than 0.05?",""
"Feedback","Reject when p-value <= 0.05.",""
"NewQuestion","MC",""
"ID","2PropTestMC3-3",""
"Title","2PropTestMC3-3",""
"QuestionText","A researcher runs a hypothesis test on the difference between two proportions. She finds the p-value of the test is 0.0203 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","100","Reject the null hypothesis."
"Option","0","Fail to reject the null hypothesis."
"Hint","Is the p-value bigger or smaller than 0.05?",""
"Feedback","Reject when p-value <= 0.05.",""
"NewQuestion","MC",""
"ID","2PropTestMC3-4",""
"Title","2PropTestMC3-4",""
"QuestionText","A researcher runs a hypothesis test on the difference between two proportions. She finds the p-value of the test is 0.011 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","0","Fail to reject the null hypothesis."
"Option","100","Reject the null hypothesis."
"Hint","Is the p-value bigger or smaller than 0.05?",""
"Feedback","Reject when p-value <= 0.05.",""
"NewQuestion","MC",""
"ID","2PropTestMC3-5",""
"Title","2PropTestMC3-5",""
"QuestionText","A researcher runs a hypothesis test on the difference between two proportions. She finds the p-value of the test is 0.753 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","100","Fail to reject the null hypothesis."
"Option","0","Reject the null hypothesis."
"Hint","Is the p-value bigger or smaller than 0.05?",""
"Feedback","Reject when p-value <= 0.05.",""
"NewQuestion","MC",""
"ID","2PropTestMC3-6",""
"Title","2PropTestMC3-6",""
"QuestionText","A researcher runs a hypothesis test on the difference between two proportions. She finds the p-value of the test is 0.1618 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","0","Reject the null hypothesis."
"Option","100","Fail to reject the null hypothesis."
"Hint","Is the p-value bigger or smaller than 0.05?",""
"Feedback","Reject when p-value <= 0.05.",""
"NewQuestion","MC",""
"ID","2PropTestMC3-7",""
"Title","2PropTestMC3-7",""
"QuestionText","A researcher runs a hypothesis test on the difference between two proportions. She finds the p-value of the test is 0.1208 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","100","Fail to reject the null hypothesis."
"Option","0","Reject the null hypothesis."
"Hint","Is the p-value bigger or smaller than 0.05?",""
"Feedback","Reject when p-value <= 0.05.",""
"NewQuestion","MC",""
"ID","2PropTestMC3-8",""
"Title","2PropTestMC3-8",""
"QuestionText","A researcher runs a hypothesis test on the difference between two proportions. She finds the p-value of the test is 0.781 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","0","Reject the null hypothesis."
"Option","100","Fail to reject the null hypothesis."
"Hint","Is the p-value bigger or smaller than 0.05?",""
"Feedback","Reject when p-value <= 0.05.",""
"NewQuestion","MC",""
"ID","2PropTestMC3-9",""
"Title","2PropTestMC3-9",""
"QuestionText","A researcher runs a hypothesis test on the difference between two proportions. She finds the p-value of the test is 0.2884 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","0","Reject the null hypothesis."
"Option","100","Fail to reject the null hypothesis."
"Hint","Is the p-value bigger or smaller than 0.05?",""
"Feedback","Reject when p-value <= 0.05.",""
"NewQuestion","MC",""
"ID","2PropTestMC3-10",""
"Title","2PropTestMC3-10",""
"QuestionText","A researcher runs a hypothesis test on the difference between two proportions. She finds the p-value of the test is 0.0087 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","0","Fail to reject the null hypothesis."
"Option","100","Reject the null hypothesis."
"Hint","Is the p-value bigger or smaller than 0.05?",""
"Feedback","Reject when p-value <= 0.05.",""
"NewQuestion","MC",""
"ID","2PropTestMC3-11",""
"Title","2PropTestMC3-11",""
"QuestionText","A researcher runs a hypothesis test on the difference between two proportions. She finds the p-value of the test is 0.01 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","100","Reject the null hypothesis."
"Option","0","Fail to reject the null hypothesis."
"Hint","Is the p-value bigger or smaller than 0.05?",""
"Feedback","Reject when p-value <= 0.05.",""
"NewQuestion","MC",""
"ID","2PropTestMC3-12",""
"Title","2PropTestMC3-12",""
"QuestionText","A researcher runs a hypothesis test on the difference between two proportions. She finds the p-value of the test is 0.7834 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","100","Fail to reject the null hypothesis."
"Option","0","Reject the null hypothesis."
"Hint","Is the p-value bigger or smaller than 0.05?",""
"Feedback","Reject when p-value <= 0.05.",""
"NewQuestion","MC",""
"ID","2PropTestMC3-13",""
"Title","2PropTestMC3-13",""
"QuestionText","A researcher runs a hypothesis test on the difference between two proportions. She finds the p-value of the test is 0.164 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","100","Fail to reject the null hypothesis."
"Option","0","Reject the null hypothesis."
"Hint","Is the p-value bigger or smaller than 0.05?",""
"Feedback","Reject when p-value <= 0.05.",""
"NewQuestion","MC",""
"ID","2PropTestMC3-14",""
"Title","2PropTestMC3-14",""
"QuestionText","A researcher runs a hypothesis test on the difference between two proportions. She finds the p-value of the test is 0.0343 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","0","Fail to reject the null hypothesis."
"Option","100","Reject the null hypothesis."
"Hint","Is the p-value bigger or smaller than 0.05?",""
"Feedback","Reject when p-value <= 0.05.",""
"NewQuestion","MC",""
"ID","2PropTestMC3-15",""
"Title","2PropTestMC3-15",""
"QuestionText","A researcher runs a hypothesis test on the difference between two proportions. She finds the p-value of the test is 0.6996 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","100","Fail to reject the null hypothesis."
"Option","0","Reject the null hypothesis."
"Hint","Is the p-value bigger or smaller than 0.05?",""
"Feedback","Reject when p-value <= 0.05.",""
"NewQuestion","MC",""
"ID","2PropTestMC3-16",""
"Title","2PropTestMC3-16",""
"QuestionText","A researcher runs a hypothesis test on the difference between two proportions. She finds the p-value of the test is 0.0194 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","0","Fail to reject the null hypothesis."
"Option","100","Reject the null hypothesis."
"Hint","Is the p-value bigger or smaller than 0.05?",""
"Feedback","Reject when p-value <= 0.05.",""
"NewQuestion","MC",""
"ID","2PropTestMC3-17",""
"Title","2PropTestMC3-17",""
"QuestionText","A researcher runs a hypothesis test on the difference between two proportions. She finds the p-value of the test is 0.0312 What is the appropriate decision at the 5% significance level?",""
"Points","4",""
"Difficulty","1",""
"Option","0","Fail to reject the null hypothesis."
"Option","100","Reject the null hypothesis."
