"NewQuestion","MC",""
"ID","2MeanTestMC2-1",""
"Title","2MeanTestMC2-1",""
"QuestionText","A researcher collects numeric data across two groups of subjects. The first group is composed of 23 subjects, and the second group of 20 subjects. The sample mean of the first group is 84 and its standard deviation is 23. The sample mean of the second group is 98 and its standard deviation is 24. What is the P-Value of a hypothesis test on the difference between the two means (first group - second group)?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.2396"
"Option","100","0.0512"
"Option","0","0.9356"
"Option","0","0.1442"
"Option","0","0.194"
"Hint","You need to calculate the two-tailed P-Value. Pick the closest answer.",""
"Feedback","Did you calculate Z = (xbar1 - xbar2)/SE, take the absolute value, then calculate twice the area above this value?",""
"NewQuestion","MC",""
"ID","2MeanTestMC2-2",""
"Title","2MeanTestMC2-2",""
"QuestionText","A researcher collects numeric data across two groups of subjects. The first group is composed of 22 subjects, and the second group of 26 subjects. The sample mean of the first group is 81 and its standard deviation is 23. The sample mean of the second group is 86 and its standard deviation is 25. What is the P-Value of a hypothesis test on the difference between the two means (first group - second group)?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.7859"
"Option","0","0.7993"
"Option","0","0.561"
"Option","0","0.3717"
"Option","100","0.4715"
"Hint","You need to calculate the two-tailed P-Value. Pick the closest answer.",""
"Feedback","Did you calculate Z = (xbar1 - xbar2)/SE, take the absolute value, then calculate twice the area above this value?",""
"NewQuestion","MC",""
"ID","2MeanTestMC2-3",""
"Title","2MeanTestMC2-3",""
"QuestionText","A researcher collects numeric data across two groups of subjects. The first group is composed of 17 subjects, and the second group of 19 subjects. The sample mean of the first group is 94 and its standard deviation is 29. The sample mean of the second group is 83 and its standard deviation is 25. What is the P-Value of a hypothesis test on the difference between the two means (first group - second group)?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.5729"
"Option","100","0.2263"
"Option","0","0.7532"
"Option","0","0.7774"
"Option","0","0.7494"
"Hint","You need to calculate the two-tailed P-Value. Pick the closest answer.",""
"Feedback","Did you calculate Z = (xbar1 - xbar2)/SE, take the absolute value, then calculate twice the area above this value?",""
"NewQuestion","MC",""
"ID","2MeanTestMC2-4",""
"Title","2MeanTestMC2-4",""
"QuestionText","A researcher collects numeric data across two groups of subjects. The first group is composed of 17 subjects, and the second group of 30 subjects. The sample mean of the first group is 84 and its standard deviation is 21. The sample mean of the second group is 87 and its standard deviation is 27. What is the P-Value of a hypothesis test on the difference between the two means (first group - second group)?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.0837"
"Option","0","0.5008"
"Option","0","0.9541"
"Option","0","0.3718"
"Option","100","0.6745"
"Hint","You need to calculate the two-tailed P-Value. Pick the closest answer.",""
"Feedback","Did you calculate Z = (xbar1 - xbar2)/SE, take the absolute value, then calculate twice the area above this value?",""
"NewQuestion","MC",""
"ID","2MeanTestMC2-5",""
