"NewQuestion","MC",""
"ID","BinomExactMC1-1",""
"Title","BinomExactMC1-1",""
"QuestionText","A student must answer 11 true/false questions for a test, but the student did not study well. If the student randomly guesses on each question, what is the probability that the student answers 7 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.31"
"Option","0","0.989"
"Option","100","0.161"
"Option","0","0.03"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p = 0.5. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomExactMC1-2",""
"Title","BinomExactMC1-2",""
"QuestionText","A student must answer 11 true/false questions for a test, but the student did not study well. If the student randomly guesses on each question, what is the probability that the student answers 5 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.811"
"Option","0","0.374"
"Option","0","0.624"
"Option","100","0.226"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p = 0.5. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomExactMC1-3",""
"Title","BinomExactMC1-3",""
"QuestionText","A student must answer 10 true/false questions for a test, but the student did not study well. If the student randomly guesses on each question, what is the probability that the student answers 1 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.168"
"Option","100","0.01"
"Option","0","0.958"
"Option","0","0.141"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p = 0.5. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomExactMC1-4",""
"Title","BinomExactMC1-4",""
"QuestionText","A student must answer 11 true/false questions for a test, but the student did not study well. If the student randomly guesses on each question, what is the probability that the student answers 6 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.949"
"Option","0","0.632"
"Option","100","0.226"
"Option","0","0.51"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p = 0.5. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomExactMC1-5",""
"Title","BinomExactMC1-5",""
"QuestionText","A student must answer 18 true/false questions for a test, but the student did not study well. If the student randomly guesses on each question, what is the probability that the student answers 4 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.748"
"Option","100","0.012"
"Option","0","1"
"Option","0","0.489"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p = 0.5. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomExactMC1-6",""
"Title","BinomExactMC1-6",""
"QuestionText","A student must answer 20 true/false questions for a test, but the student did not study well. If the student randomly guesses on each question, what is the probability that the student answers 2 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.417"
"Option","0","0.268"
"Option","0","0.429"
"Option","100","0"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p = 0.5. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomExactMC1-7",""
"Title","BinomExactMC1-7",""
"QuestionText","A student must answer 17 true/false questions for a test, but the student did not study well. If the student randomly guesses on each question, what is the probability that the student answers 5 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.801"
"Option","0","0.16"
"Option","0","0.784"
"Option","100","0.047"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p = 0.5. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomExactMC1-8",""
"Title","BinomExactMC1-8",""
"QuestionText","A student must answer 13 true/false questions for a test, but the student did not study well. If the student randomly guesses on each question, what is the probability that the student answers 6 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.934"
"Option","0","0.092"
"Option","100","0.209"
"Option","0","0.81"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p = 0.5. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomExactMC1-9",""
"Title","BinomExactMC1-9",""
"QuestionText","A student must answer 12 true/false questions for a test, but the student did not study well. If the student randomly guesses on each question, what is the probability that the student answers 1 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.266"
"Option","100","0.003"
"Option","0","0.812"
"Option","0","0.824"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p = 0.5. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomExactMC1-10",""
"Title","BinomExactMC1-10",""
"QuestionText","A student must answer 15 true/false questions for a test, but the student did not study well. If the student randomly guesses on each question, what is the probability that the student answers 3 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.495"
"Option","100","0.014"
