"NewQuestion","MC",""
"ID","VarTypeMC3-1",""
"Title","VarTypeMC3-1",""
"QuestionText","A study's dataset includes the following variable: subjects' years since university admission (2, 3, etc.). What is this variable's type and level of measurement?",""
"Points","4",""
"Difficulty","1",""
"Option","0","Numeric, Interval"
"Option","100","Numeric, Ratio"
"Option","0","Numeric, Ordinal"
"Option","0","Categorical, Ordinal"
"Hint","Try drawing out a tree of all the possible answers. You might be able to eliminate some.",""
"Feedback","If it's just a label, it's categorical and nominal. If it's a label that can be ordered, it's categorical and ordinal. If it has a number-based measurement scale where just differences are meaningful, it's numeric and interval. If the scale has a true zero and ratios are meaningful, it's numeric and ratio.",""
"NewQuestion","MC",""
"ID","VarTypeMC3-2",""
"Title","VarTypeMC3-2",""
"QuestionText","A study's dataset includes the following variable: temperatures in celsius. What is this variable's type and level of measurement?",""
"Points","4",""
"Difficulty","1",""
"Option","0","Categorical, Ordinal"
"Option","0","Numeric, Ordinal"
"Option","100","Numeric, Interval"
"Option","0","Categorical, Ratio"
"Hint","Try drawing out a tree of all the possible answers. You might be able to eliminate some.",""
"Feedback","If it's just a label, it's categorical and nominal. If it's a label that can be ordered, it's categorical and ordinal. If it has a number-based measurement scale where just differences are meaningful, it's numeric and interval. If the scale has a true zero and ratios are meaningful, it's numeric and ratio.",""
"NewQuestion","MC",""
"ID","VarTypeMC3-3",""
"Title","VarTypeMC3-3",""
"QuestionText","A study's dataset includes the following variable: subjects' current number of completed STEM courses. What is this variable's type and level of measurement?",""
"Points","4",""
"Difficulty","1",""
"Option","0","Numeric, Ordinal"
"Option","0","Categorical, Nominal"
"Option","100","Numeric, Ratio"
"Option","0","Categorical, Ordinal"
"Hint","Try drawing out a tree of all the possible answers. You might be able to eliminate some.",""
"Feedback","If it's just a label, it's categorical and nominal. If it's a label that can be ordered, it's categorical and ordinal. If it has a number-based measurement scale where just differences are meaningful, it's numeric and interval. If the scale has a true zero and ratios are meaningful, it's numeric and ratio.",""
"NewQuestion","MC",""
"ID","VarTypeMC3-4",""
"Title","VarTypeMC3-4",""
"QuestionText","A study's dataset includes the following variable: subjects' point grades on statistics tests from different classes (71, 72, etc.). What is this variable's type and level of measurement?",""
"Points","4",""
"Difficulty","1",""
"Option","0","Numeric, Ordinal"
"Option","0","Categorical, Nominal"
"Option","0","Numeric, Ratio"
"Option","100","Numeric, Interval"
"Hint","Try drawing out a tree of all the possible answers. You might be able to eliminate some.",""
"Feedback","If it's just a label, it's categorical and nominal. If it's a label that can be ordered, it's categorical and ordinal. If it has a number-based measurement scale where just differences are meaningful, it's numeric and interval. If the scale has a true zero and ratios are meaningful, it's numeric and ratio.",""
"NewQuestion","MC",""
"ID","VarTypeMC3-5",""
"Title","VarTypeMC3-5",""
"QuestionText","A study's dataset includes the following variable: subjects' nationalities. What is this variable's type and level of measurement?",""
"Points","4",""
"Difficulty","1",""
"Option","0","Numeric, Ratio"
"Option","0","Numeric, Ordinal"
"Option","100","Categorical, Nominal"
"Option","0","Categorical, Ratio"
"Hint","Try drawing out a tree of all the possible answers. You might be able to eliminate some.",""
