"NewQuestion","MC",""
"ID","2PropCIMC2-1",""
"Title","2PropCIMC2-1",""
"QuestionText","A researcher compares proportions from two independent samples. She calculates a 95% confidence interval of (-0.18, -0.15) for the difference between the two proportions. Which of the following statistical inferences should she make?",""
"Points","4",""
"Difficulty","1",""
"Option","0","The difference between the proportions is insignificant at the 95% confidence level."
"Option","100","The difference between the proportions is significant at the 95% confidence level."
"Option","0","Zero is contained within the confidence interval."
"Option","0","The result is insignificant, thus the p-value is greater than 0.05."
"Hint","This is an interpretive question. No calculation is necessary. Consider each bound inclusive.",""
"Feedback","Does the CI contain 0?",""
"NewQuestion","MC",""
"ID","2PropCIMC2-2",""
"Title","2PropCIMC2-2",""
"QuestionText","A researcher compares proportions from two independent samples. She calculates a 95% confidence interval of (-0.19, -0.16) for the difference between the two proportions. Which of the following statistical inferences should she make?",""
"Points","4",""
"Difficulty","1",""
"Option","0","The difference between the proportions is insignificant at the 95% confidence level."
"Option","0","The difference between the sample proportions is contained within the confidence interval."
"Option","100","The difference between the proportions is significant at the 95% confidence level."
"Option","0","The result is insignificant, thus the p-value is greater than 0.05."
"Hint","This is an interpretive question. No calculation is necessary. Consider each bound inclusive.",""
"Feedback","Does the CI contain 0?",""
"NewQuestion","MC",""
"ID","2PropCIMC2-3",""
"Title","2PropCIMC2-3",""
"QuestionText","A researcher compares proportions from two independent samples. She calculates a 95% confidence interval of (-0.11, -0.08) for the difference between the two proportions. Which of the following statistical inferences should she make?",""
"Points","4",""
"Difficulty","1",""
"Option","0","The difference between the proportions is insignificant at the 95% confidence level."
"Option","0","The difference between the sample proportions is contained within the confidence interval."
"Option","100","The difference between the proportions is significant at the 95% confidence level."
"Option","0","The result is insignificant, thus the p-value is greater than 0.05."
"Hint","This is an interpretive question. No calculation is necessary. Consider each bound inclusive.",""
"Feedback","Does the CI contain 0?",""
"NewQuestion","MC",""
"ID","2PropCIMC2-4",""
"Title","2PropCIMC2-4",""
"QuestionText","A researcher compares proportions from two independent samples. She calculates a 95% confidence interval of (-0.14, -0.11) for the difference between the two proportions. Which of the following statistical inferences should she make?",""
"Points","4",""
"Difficulty","1",""
"Option","0","The difference between the proportions is insignificant at the 95% confidence level."
"Option","0","The difference between the sample proportions is contained within the confidence interval."
"Option","100","The difference between the proportions is significant at the 95% confidence level."
"Option","0","The result is insignificant, thus the p-value is greater than 0.05."
"Hint","This is an interpretive question. No calculation is necessary. Consider each bound inclusive.",""
"Feedback","Does the CI contain 0?",""
"NewQuestion","MC",""
"ID","2PropCIMC2-5",""
"Title","2PropCIMC2-5",""
"QuestionText","A researcher compares proportions from two independent samples. She calculates a 95% confidence interval of (0, 0.03) for the difference between the two proportions. Which of the following statistical inferences should she make?",""
"Points","4",""
"Difficulty","1",""
"Option","0","The difference between the proportions is significant at the 95% confidence level."
"Option","0","The difference between the sample proportions is not contained within the confidence interval."
"Option","0","Zero is not contained within the confidence interval."
"Option","100","The difference between the proportions is insignificant at the 95% confidence level."
"Hint","This is an interpretive question. No calculation is necessary. Consider each bound inclusive.",""
"Feedback","Does the CI contain 0?",""
"NewQuestion","MC",""
"ID","2PropCIMC2-6",""
"Title","2PropCIMC2-6",""
"QuestionText","A researcher compares proportions from two independent samples. She calculates a 95% confidence interval of (-0.02, 0.01) for the difference between the two proportions. Which of the following statistical inferences should she make?",""
"Points","4",""
"Difficulty","1",""
"Option","100","The difference between the proportions is insignificant at the 95% confidence level."
"Option","0","The difference between the sample proportions is not contained within the confidence interval."
"Option","0","Zero is not contained within the confidence interval."
"Option","0","The result is significant, thus the p-value is less than 0.05."
"Hint","This is an interpretive question. No calculation is necessary. Consider each bound inclusive.",""
"Feedback","Does the CI contain 0?",""
"NewQuestion","MC",""
"ID","2PropCIMC2-7",""
"Title","2PropCIMC2-7",""
"QuestionText","A researcher compares proportions from two independent samples. She calculates a 95% confidence interval of (-0.15, -0.12) for the difference between the two proportions. Which of the following statistical inferences should she make?",""
"Points","4",""
"Difficulty","1",""
"Option","0","The difference between the proportions is insignificant at the 95% confidence level."
"Option","0","The difference between the sample proportions is contained within the confidence interval."
"Option","0","Zero is contained within the confidence interval."
"Option","100","The difference between the proportions is significant at the 95% confidence level."
"Hint","This is an interpretive question. No calculation is necessary. Consider each bound inclusive.",""
"Feedback","Does the CI contain 0?",""
"NewQuestion","MC",""
"ID","2PropCIMC2-8",""
"Title","2PropCIMC2-8",""
