"NewQuestion","MC",""
"ID","2MeanCIMC3-1",""
"Title","2MeanCIMC3-1",""
"QuestionText","A researcher compares means from two dependent samples. She calculates a 95% confidence interval of (-0.15, -0.12) for the average difference. Which of the following statistical inferences should she make?",""
"Points","4",""
"Difficulty","1",""
"Option","0","The difference between the true means is insignificant at the 95% confidence level."
"Option","100","The difference between the true means is significant at the 95% confidence level."
"Option","0","Zero is contained within the confidence interval."
"Option","0","The result is insignificant, thus the p-value is greater than 0.05."
"Hint","This is an interpretive question. No calculation is necessary. Consider each bound inclusive.",""
"Feedback","Does the CI contain 0?",""
"NewQuestion","MC",""
"ID","2MeanCIMC3-2",""
"Title","2MeanCIMC3-2",""
"QuestionText","A researcher compares means from two dependent samples. She calculates a 95% confidence interval of (-0.16, -0.13) for the average difference. Which of the following statistical inferences should she make?",""
"Points","4",""
"Difficulty","1",""
"Option","0","The difference between the true means is insignificant at the 95% confidence level."
"Option","100","The difference between the true means is significant at the 95% confidence level."
"Option","0","Zero is contained within the confidence interval."
"Option","0","The result is insignificant, thus the p-value is greater than 0.05."
"Hint","This is an interpretive question. No calculation is necessary. Consider each bound inclusive.",""
"Feedback","Does the CI contain 0?",""
"NewQuestion","MC",""
"ID","2MeanCIMC3-3",""
"Title","2MeanCIMC3-3",""
"QuestionText","A researcher compares means from two dependent samples. She calculates a 95% confidence interval of (-0.07, -0.04) for the average difference. Which of the following statistical inferences should she make?",""
"Points","4",""
"Difficulty","1",""
"Option","0","The difference between the true means is insignificant at the 95% confidence level."
"Option","100","The difference between the true means is significant at the 95% confidence level."
"Option","0","Zero is contained within the confidence interval."
"Option","0","The result is insignificant, thus the p-value is greater than 0.05."
"Hint","This is an interpretive question. No calculation is necessary. Consider each bound inclusive.",""
"Feedback","Does the CI contain 0?",""
"NewQuestion","MC",""
"ID","2MeanCIMC3-4",""
"Title","2MeanCIMC3-4",""
"QuestionText","A researcher compares means from two dependent samples. She calculates a 95% confidence interval of (-0.07, -0.04) for the average difference. Which of the following statistical inferences should she make?",""
"Points","4",""
"Difficulty","1",""
"Option","0","The difference between the true means is insignificant at the 95% confidence level."
"Option","0","The difference between the sample means is contained within the confidence interval."
"Option","0","Zero is contained within the confidence interval."
"Option","100","The difference between the true means is significant at the 95% confidence level."
"Hint","This is an interpretive question. No calculation is necessary. Consider each bound inclusive.",""
"Feedback","Does the CI contain 0?",""
"NewQuestion","MC",""
"ID","2MeanCIMC3-5",""
"Title","2MeanCIMC3-5",""
"QuestionText","A researcher compares means from two dependent samples. She calculates a 95% confidence interval of (-0.06, -0.03) for the average difference. Which of the following statistical inferences should she make?",""
"Points","4",""
"Difficulty","1",""
"Option","0","The difference between the true means is insignificant at the 95% confidence level."
"Option","0","The difference between the sample means is contained within the confidence interval."
"Option","0","Zero is contained within the confidence interval."
"Option","100","The difference between the true means is significant at the 95% confidence level."
"Hint","This is an interpretive question. No calculation is necessary. Consider each bound inclusive.",""
"Feedback","Does the CI contain 0?",""
"NewQuestion","MC",""
"ID","2MeanCIMC3-6",""
"Title","2MeanCIMC3-6",""
