"NewQuestion","MC",""
"ID","2MeanCIMC4-1",""
"Title","2MeanCIMC4-1",""
"QuestionText","The CDC collects biometric data on the US population. Two weight measurements (12 months apart) are taken on a sample of 31 US citizens. The average difference of weights in the sample is -2 lbs and its standard deviation is 7 lbs. What is the 95% confidence interval for the average difference in weight of all US citizens?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(5.02, 11.2)"
"Option","0","(5.24, 9.94)"
"Option","0","(5.57, 7.21)"
"Option","0","(11.33, 11.92)"
"Option","100","(-4.46, 0.46)"
"Hint","Are the two samples independent or dependent? Pick the closest answer.",""
"Feedback","Did you use Dbar - 1.96*s/sqrt(n), and Dbar + 1.96*s/sqrt(n)?",""
"NewQuestion","MC",""
"ID","2MeanCIMC4-2",""
"Title","2MeanCIMC4-2",""
"QuestionText","The CDC collects biometric data on the US population. Two weight measurements (12 months apart) are taken on a sample of 39 US citizens. The average difference of weights in the sample is -7 lbs and its standard deviation is 6 lbs. What is the 95% confidence interval for the average difference in weight of all US citizens?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(-3.93, 5.72)"
"Option","0","(-3.8, -0.18)"
"Option","0","(-2.22, -0.92)"
"Option","100","(-8.88, -5.12)"
"Option","0","(-2.84, 5.62)"
"Hint","Are the two samples independent or dependent? Pick the closest answer.",""
"Feedback","Did you use Dbar - 1.96*s/sqrt(n), and Dbar + 1.96*s/sqrt(n)?",""
"NewQuestion","MC",""
"ID","2MeanCIMC4-3",""
"Title","2MeanCIMC4-3",""
"QuestionText","The CDC collects biometric data on the US population. Two weight measurements (12 months apart) are taken on a sample of 39 US citizens. The average difference of weights in the sample is 10 lbs and its standard deviation is 7 lbs. What is the 95% confidence interval for the average difference in weight of all US citizens?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(18.54, 24.4)"
"Option","0","(13.74, 15.07)"
"Option","0","(13.8, 19.98)"
"Option","100","(7.8, 12.2)"
"Option","0","(15.53, 22.01)"
"Hint","Are the two samples independent or dependent? Pick the closest answer.",""
"Feedback","Did you use Dbar - 1.96*s/sqrt(n), and Dbar + 1.96*s/sqrt(n)?",""
"NewQuestion","MC",""
"ID","2MeanCIMC4-4",""
"Title","2MeanCIMC4-4",""
