"NewQuestion","MC",""
"ID","BinomApproxMC2-1",""
"Title","BinomApproxMC2-1",""
"QuestionText","A brewery pulls 905 bottles of beer to sample them for quality control. In the past, there has been a 0.945 probability that a randomly selected bottle of beer is non-defective. Assuming this trend continues (independence), what is the probability that more than 866 bottles of beer in this particular sample are non-defective?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.54"
"Option","0","0.96"
"Option","0","0.49"
"Option","100","0.05"
"Hint","You'll need to apply the normal approximation here.",""
"Feedback","1: Find successes x. 2: Find trials n. 3. Find probability p. 4. Use the normal approximation formula with appropriate continuity correction. 5. Use the z table to find the probability (make sure you use 1 - probability to get upper tail).",""
"NewQuestion","MC",""
"ID","BinomApproxMC2-2",""
"Title","BinomApproxMC2-2",""
"QuestionText","A brewery pulls 905 bottles of beer to sample them for quality control. In the past, there has been a 0.962 probability that a randomly selected bottle of beer is non-defective. Assuming this trend continues (independence), what is the probability that 866 or more bottles of beer in this particular sample are non-defective?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.99"
"Option","100","0.81"
"Option","0","0.59"
"Option","0","0.37"
"Hint","You'll need to apply the normal approximation here.",""
"Feedback","1: Find successes x. 2: Find trials n. 3. Find probability p. 4. Use the normal approximation formula with appropriate continuity correction. 5. Use the z table to find the probability (make sure you use 1 - probability to get upper tail).",""
"NewQuestion","MC",""
"ID","BinomApproxMC2-3",""
"Title","BinomApproxMC2-3",""
"QuestionText","A brewery pulls 907 bottles of beer to sample them for quality control. In the past, there has been a 0.956 probability that a randomly selected bottle of beer is non-defective. Assuming this trend continues (independence), what is the probability that 867 or more bottles of beer in this particular sample are non-defective?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.48"
"Option","0","0.34"
"Option","0","0.1"
"Option","100","0.54"
"Hint","You'll need to apply the normal approximation here.",""
"Feedback","1: Find successes x. 2: Find trials n. 3. Find probability p. 4. Use the normal approximation formula with appropriate continuity correction. 5. Use the z table to find the probability (make sure you use 1 - probability to get upper tail).",""
"NewQuestion","MC",""
"ID","BinomApproxMC2-4",""
"Title","BinomApproxMC2-4",""
"QuestionText","A brewery pulls 909 bottles of beer to sample them for quality control. In the past, there has been a 0.956 probability that a randomly selected bottle of beer is non-defective. Assuming this trend continues (independence), what is the probability that 859 or more bottles of beer in this particular sample are non-defective?",""
"Points","4",""
"Difficulty","1",""
"Option","100","0.96"
"Option","0","0.87"
"Option","0","0.44"
"Option","0","0.52"
"Hint","You'll need to apply the normal approximation here.",""
"Feedback","1: Find successes x. 2: Find trials n. 3. Find probability p. 4. Use the normal approximation formula with appropriate continuity correction. 5. Use the z table to find the probability (make sure you use 1 - probability to get upper tail).",""
"NewQuestion","MC",""
"ID","BinomApproxMC2-5",""
"Title","BinomApproxMC2-5",""
"QuestionText","A brewery pulls 908 bottles of beer to sample them for quality control. In the past, there has been a 0.949 probability that a randomly selected bottle of beer is non-defective. Assuming this trend continues (independence), what is the probability that 869 or more bottles of beer in this particular sample are non-defective?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.94"
"Option","0","0.49"
"Option","100","0.15"
"Option","0","0.84"
"Hint","You'll need to apply the normal approximation here.",""
"Feedback","1: Find successes x. 2: Find trials n. 3. Find probability p. 4. Use the normal approximation formula with appropriate continuity correction. 5. Use the z table to find the probability (make sure you use 1 - probability to get upper tail).",""
"NewQuestion","MC",""
"ID","BinomApproxMC2-6",""
"Title","BinomApproxMC2-6",""
"QuestionText","A brewery pulls 910 bottles of beer to sample them for quality control. In the past, there has been a 0.959 probability that a randomly selected bottle of beer is non-defective. Assuming this trend continues (independence), what is the probability that 867 or more bottles of beer in this particular sample are non-defective?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.1"
"Option","0","0.63"
"Option","0","0.49"
"Option","100","0.85"
"Hint","You'll need to apply the normal approximation here.",""
"Feedback","1: Find successes x. 2: Find trials n. 3. Find probability p. 4. Use the normal approximation formula with appropriate continuity correction. 5. Use the z table to find the probability (make sure you use 1 - probability to get upper tail).",""
"NewQuestion","MC",""
"ID","BinomApproxMC2-7",""
"Title","BinomApproxMC2-7",""
"QuestionText","A brewery pulls 905 bottles of beer to sample them for quality control. In the past, there has been a 0.957 probability that a randomly selected bottle of beer is non-defective. Assuming this trend continues (independence), what is the probability that 866 or more bottles of beer in this particular sample are non-defective?",""
"Points","4",""
"Difficulty","1",""
"Option","0","-0.01"
"Option","0","0.36"
"Option","0","0.05"
"Option","100","0.54"
"Hint","You'll need to apply the normal approximation here.",""
"Feedback","1: Find successes x. 2: Find trials n. 3. Find probability p. 4. Use the normal approximation formula with appropriate continuity correction. 5. Use the z table to find the probability (make sure you use 1 - probability to get upper tail).",""
"NewQuestion","MC",""
"ID","BinomApproxMC2-8",""
"Title","BinomApproxMC2-8",""
"QuestionText","A brewery pulls 911 bottles of beer to sample them for quality control. In the past, there has been a 0.962 probability that a randomly selected bottle of beer is non-defective. Assuming this trend continues (independence), what is the probability that 866 or more bottles of beer in this particular sample are non-defective?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.73"
"Option","0","0.56"
"Option","0","0.68"
"Option","100","0.97"
"Hint","You'll need to apply the normal approximation here.",""
"Feedback","1: Find successes x. 2: Find trials n. 3. Find probability p. 4. Use the normal approximation formula with appropriate continuity correction. 5. Use the z table to find the probability (make sure you use 1 - probability to get upper tail).",""
"NewQuestion","MC",""
"ID","BinomApproxMC2-9",""
"Title","BinomApproxMC2-9",""
"QuestionText","A brewery pulls 912 bottles of beer to sample them for quality control. In the past, there has been a 0.962 probability that a randomly selected bottle of beer is non-defective. Assuming this trend continues (independence), what is the probability that 871 or more bottles of beer in this particular sample are non-defective?",""
"Points","4",""
"Difficulty","1",""
"Option","100","0.88"
"Option","0","0.54"
"Option","0","0.72"
"Option","0","0.46"
"Hint","You'll need to apply the normal approximation here.",""
"Feedback","1: Find successes x. 2: Find trials n. 3. Find probability p. 4. Use the normal approximation formula with appropriate continuity correction. 5. Use the z table to find the probability (make sure you use 1 - probability to get upper tail).",""
"NewQuestion","MC",""
"ID","BinomApproxMC2-10",""
"Title","BinomApproxMC2-10",""
