"NewQuestion","MC",""
"ID","2MeanTestMC1-1",""
"Title","2MeanTestMC1-1",""
"QuestionText","A researcher collects numeric data across two groups of subjects. The first group is composed of 27 subjects, and the second group of 28 subjects. The sample mean of the first group is 92 and its standard deviation is 25. The sample mean of the second group is 83 and its standard deviation is 21. What is the Z test statistic of a hypothesis test on the difference between the two means (first group - second group)?",""
"Points","4",""
"Difficulty","1",""
"Option","0","2.465"
"Option","0","-1.011"
"Option","0","2.148"
"Option","0","0.942"
"Option","100","1.443"
"Hint","You need to calculate the Z test statistic. Don't take the absolute value. Pick the closest answer.",""
"Feedback","Did you use (xbar1 - xbar2)/SE?",""
"NewQuestion","MC",""
"ID","2MeanTestMC1-2",""
"Title","2MeanTestMC1-2",""
"QuestionText","A researcher collects numeric data across two groups of subjects. The first group is composed of 25 subjects, and the second group of 30 subjects. The sample mean of the first group is 80 and its standard deviation is 28. The sample mean of the second group is 88 and its standard deviation is 23. What is the Z test statistic of a hypothesis test on the difference between the two means (first group - second group)?",""
"Points","4",""
"Difficulty","1",""
"Option","100","-1.143"
"Option","0","1.772"
"Option","0","0.841"
"Option","0","-1.732"
"Option","0","-1.823"
"Hint","You need to calculate the Z test statistic. Don't take the absolute value. Pick the closest answer.",""
"Feedback","Did you use (xbar1 - xbar2)/SE?",""
"NewQuestion","MC",""
"ID","2MeanTestMC1-3",""
"Title","2MeanTestMC1-3",""
"QuestionText","A researcher collects numeric data across two groups of subjects. The first group is composed of 16 subjects, and the second group of 15 subjects. The sample mean of the first group is 92 and its standard deviation is 24. The sample mean of the second group is 91 and its standard deviation is 22. What is the Z test statistic of a hypothesis test on the difference between the two means (first group - second group)?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.783"
"Option","0","-0.623"
"Option","100","0.121"
"Option","0","2.018"
"Option","0","2.269"
"Hint","You need to calculate the Z test statistic. Don't take the absolute value. Pick the closest answer.",""
"Feedback","Did you use (xbar1 - xbar2)/SE?",""
"NewQuestion","MC",""
"ID","2MeanTestMC1-4",""
"Title","2MeanTestMC1-4",""
"QuestionText","A researcher collects numeric data across two groups of subjects. The first group is composed of 19 subjects, and the second group of 16 subjects. The sample mean of the first group is 87 and its standard deviation is 27. The sample mean of the second group is 96 and its standard deviation is 21. What is the Z test statistic of a hypothesis test on the difference between the two means (first group - second group)?",""
"Points","4",""
"Difficulty","1",""
"Option","100","-1.108"
"Option","0","0.256"
"Option","0","-0.16"
"Option","0","2.171"
"Option","0","0.441"
"Hint","You need to calculate the Z test statistic. Don't take the absolute value. Pick the closest answer.",""
"Feedback","Did you use (xbar1 - xbar2)/SE?",""
"NewQuestion","MC",""
"ID","2MeanTestMC1-5",""
"Title","2MeanTestMC1-5",""
"QuestionText","A researcher collects numeric data across two groups of subjects. The first group is composed of 19 subjects, and the second group of 25 subjects. The sample mean of the first group is 97 and its standard deviation is 29. The sample mean of the second group is 83 and its standard deviation is 25. What is the Z test statistic of a hypothesis test on the difference between the two means (first group - second group)?",""
"Points","4",""
"Difficulty","1",""
"Option","0","-1.709"
"Option","0","2.395"
"Option","100","1.682"
"Option","0","-2.066"
"Option","0","1.951"
"Hint","You need to calculate the Z test statistic. Don't take the absolute value. Pick the closest answer.",""
"Feedback","Did you use (xbar1 - xbar2)/SE?",""
"NewQuestion","MC",""
"ID","2MeanTestMC1-6",""
"Title","2MeanTestMC1-6",""
