"NewQuestion","MC",""
"ID","BinomApproxMC3-1",""
"Title","BinomApproxMC3-1",""
"QuestionText","A brewery pulls 153 bottles of beer to sample them for quality control. In the past, there has been a 0.959 probability that a randomly selected bottle of beer is non-defective. Managment would like to know what the probability that more than 128 bottles of beer in this particular sample are non-defective. Is it appropriate to apply normal approximation in order to solve this problem?",""
"Points","4",""
"Difficulty","1",""
"Option","0","No"
"Option","100","Yes"
"Hint","This is mainly an interpretive question. You do not need to calculate the probability, although some other small calculations may be necessary.",""
"Feedback","Did you check the size of np and nq?",""
"NewQuestion","MC",""
"ID","BinomApproxMC3-2",""
"Title","BinomApproxMC3-2",""
"QuestionText","A brewery pulls 139 bottles of beer to sample them for quality control. In the past, there has been a 0.959 probability that a randomly selected bottle of beer is non-defective. Managment would like to know what the probability that 108 or more bottles of beer in this particular sample are non-defective. Is it appropriate to apply normal approximation in order to solve this problem?",""
"Points","4",""
"Difficulty","1",""
"Option","0","No"
"Option","100","Yes"
"Hint","This is mainly an interpretive question. You do not need to calculate the probability, although some other small calculations may be necessary.",""
"Feedback","Did you check the size of np and nq?",""
"NewQuestion","MC",""
"ID","BinomApproxMC3-3",""
"Title","BinomApproxMC3-3",""
"QuestionText","A brewery pulls 147 bottles of beer to sample them for quality control. In the past, there has been a 0.959 probability that a randomly selected bottle of beer is non-defective. Managment would like to know what the probability that more than 134 bottles of beer in this particular sample are non-defective. Is it appropriate to apply normal approximation in order to solve this problem?",""
"Points","4",""
"Difficulty","1",""
"Option","0","No"
"Option","100","Yes"
"Hint","This is mainly an interpretive question. You do not need to calculate the probability, although some other small calculations may be necessary.",""
"Feedback","Did you check the size of np and nq?",""
"NewQuestion","MC",""
"ID","BinomApproxMC3-4",""
"Title","BinomApproxMC3-4",""
"QuestionText","A brewery pulls 111 bottles of beer to sample them for quality control. In the past, there has been a 0.943 probability that a randomly selected bottle of beer is non-defective. Managment would like to know what the probability that 71 or more bottles of beer in this particular sample are non-defective. Is it appropriate to apply normal approximation in order to solve this problem?",""
"Points","4",""
"Difficulty","1",""
"Option","100","Yes"
"Option","0","No"
"Hint","This is mainly an interpretive question. You do not need to calculate the probability, although some other small calculations may be necessary.",""
"Feedback","Did you check the size of np and nq?",""
"NewQuestion","MC",""
"ID","BinomApproxMC3-5",""
"Title","BinomApproxMC3-5",""
"QuestionText","A brewery pulls 159 bottles of beer to sample them for quality control. In the past, there has been a 0.957 probability that a randomly selected bottle of beer is non-defective. Managment would like to know what the probability that 131 or more bottles of beer in this particular sample are non-defective. Is it appropriate to apply normal approximation in order to solve this problem?",""
"Points","4",""
"Difficulty","1",""
"Option","100","Yes"
"Option","0","No"
"Hint","This is mainly an interpretive question. You do not need to calculate the probability, although some other small calculations may be necessary.",""
"Feedback","Did you check the size of np and nq?",""
"NewQuestion","MC",""
"ID","BinomApproxMC3-6",""
"Title","BinomApproxMC3-6",""
