"NewQuestion","MC",""
"ID","BoxMC1-1",""
"Title","BoxMC1-1",""
"QuestionText","While analyzing a dataset, a researcher makes a boxplot of one of her variables. The boxplot is depicted above. What is the value of the third quartile?",""
"Points","4",""
"Difficulty","1",""
"Image","Images/BoxMC1-1.jpeg",""
"Option","0","110"
"Option","0","185"
"Option","0","347"
"Option","100","262"
"Option","0","102"
"Hint","You can read about boxplots in the data presentation chapter of your coursepack.",""
"Feedback","From lowest to highest, boxplots have lines at the minimum, Q1, Q2 (median), Q3, and the max.",""
"NewQuestion","MC",""
"ID","BoxMC1-2",""
"Title","BoxMC1-2",""
"QuestionText","While analyzing a dataset, a researcher makes a boxplot of one of her variables. The boxplot is depicted above. What is the value of the first quartile?",""
"Points","4",""
"Difficulty","1",""
"Image","Images/BoxMC1-2.jpeg",""
"Option","0","370"
"Option","0","137"
"Option","100","184"
"Option","0","278"
"Option","0","324"
"Hint","You can read about boxplots in the data presentation chapter of your coursepack.",""
"Feedback","From lowest to highest, boxplots have lines at the minimum, Q1, Q2 (median), Q3, and the max.",""
"NewQuestion","MC",""
"ID","BoxMC1-3",""
"Title","BoxMC1-3",""
"QuestionText","While analyzing a dataset, a researcher makes a boxplot of one of her variables. The boxplot is depicted above. What is the value of the minimum?",""
"Points","4",""
"Difficulty","1",""
"Image","Images/BoxMC1-3.jpeg",""
"Option","0","123"
"Option","0","396"
"Option","0","237"
"Option","0","357"
"Option","100","103"
"Hint","You can read about boxplots in the data presentation chapter of your coursepack.",""
"Feedback","From lowest to highest, boxplots have lines at the minimum, Q1, Q2 (median), Q3, and the max.",""
"NewQuestion","MC",""
"ID","BoxMC1-4",""
"Title","BoxMC1-4",""
"QuestionText","While analyzing a dataset, a researcher makes a boxplot of one of her variables. The boxplot is depicted above. What is the value of the second quartile?",""
"Points","4",""
"Difficulty","1",""
"Image","Images/BoxMC1-4.jpeg",""
"Option","0","169"
"Option","0","117"
"Option","0","276"
"Option","0","176"
"Option","100","204"
"Hint","You can read about boxplots in the data presentation chapter of your coursepack.",""
"Feedback","From lowest to highest, boxplots have lines at the minimum, Q1, Q2 (median), Q3, and the max.",""
"NewQuestion","MC",""
"ID","BoxMC1-5",""
"Title","BoxMC1-5",""
"QuestionText","While analyzing a dataset, a researcher makes a boxplot of one of her variables. The boxplot is depicted above. What is the value of the minimum?",""
"Points","4",""
"Difficulty","1",""
"Image","Images/BoxMC1-5.jpeg",""
"Option","100","102"
"Option","0","267"
"Option","0","241"
"Option","0","294"
"Option","0","265"
"Hint","You can read about boxplots in the data presentation chapter of your coursepack.",""
"Feedback","From lowest to highest, boxplots have lines at the minimum, Q1, Q2 (median), Q3, and the max.",""
"NewQuestion","MC",""
"ID","BoxMC1-6",""
"Title","BoxMC1-6",""
"QuestionText","While analyzing a dataset, a researcher makes a boxplot of one of her variables. The boxplot is depicted above. What is the value of the second quartile?",""
"Points","4",""
"Difficulty","1",""
"Image","Images/BoxMC1-6.jpeg",""
"Option","0","134"
"Option","0","385"
"Option","100","234"
